,title,area,construction_year,rooms,total_price,floor,elevator,parking,warehouse,price,token,vacancy_id,vacancy_name
387,۱۰۵ متر ۲ خواب شخصی ساز سند تک برگ صدرا منطقه۲۲,105,1401,2,"8,500,000,000 twmn",5,True,True,True,8499999744,AZaxo3Zz,907,آبشار تهران
388,آپارتمان چیتگر خلبانان نهاجا b6 بی ۶,137,1402,2,"10,750,000,000 twmn",2,True,True,True,10750000128,AZIxZ9dq,907,آبشار تهران
389,۱۳۵م قلب منطقه ی ۲۲ _ سه خواب  ویوو کوه,135,1401,3,"11,000,000,000 twmn",9,True,True,True,11000000512,AZitF1vv,907,آبشار تهران
390,85متر _وامدار_برج معتبر در منطقه _,85,1402,2,"2,550,000,000 twmn",11,True,True,True,2550000128,AZfpn3-W,907,آبشار تهران
391,105متر دو خواب_منطقه22 چیتگر_وام دار_برج وزرا,105,1402,2,"2,200,000,000 twmn",10,True,True,True,2200000000,AZb9EaCI,907,آبشار تهران
392,65متر  _فول امکانات_ستین,65,1402,1,"1,700,000,000 twmn",6,True,True,True,1700000000,AZiFCiOQ,907,آبشار تهران
393,۹۶متر_کلیدنخورده_برج نوساز_دریاچه چیتگر_آبشارتهران,96,1402,2,"8,830,000,000 twmn",15,True,True,True,8830000128,AZKB0Ikb,907,آبشار تهران
394,۵۵مترآپارتمان آبشاردریاچه سرمایه گذاری مطمئن,55,1402,1,"2,475,000,000 twmn",10,True,True,True,2475000064,AZh1fxep,907,آبشار تهران
395,آپارتمان۱۳۵متری۳خوابه_آبشار_دریاچه,135,1399,3,"10,800,000,000 twmn",7,True,True,True,10800000000,AZhluIII,907,آبشار تهران
396,۱۱۸ متر برج . آبشار تهران,118,1397,2,"9,440,000,000 twmn",7,True,True,True,9440000000,AZhpuqwj,907,آبشار تهران
397,۶۹متر دوخوابه,69,1385,2,"5,000,000,000 twmn",2,True,True,True,5000000000,AZhJetOm,907,آبشار تهران
398,آپارتمان ۷۸ متری ۲ خواب.,78,1388,2,"5,500,000,000 twmn",3,False,True,True,5500000256,AZhBevKB,907,آبشار تهران
399,75متردوخواب شمال همت غرب میدان طبیعت,75,1388,2,"5,500,000,000 twmn",1,False,True,True,5500000256,AZh5-JKs,907,آبشار تهران
400,139 متر_3 خواب_آبشار تهران_منطقه 22,139,1397,3,"11,700,000,000 twmn",19,True,True,True,11699999744,AZZhglEJ,907,آبشار تهران
401,68 متر_2 خواب_ _منطقه 22_سند تک برگ,68,1386,2,"5,000,000,000 twmn",2,True,True,True,5000000000,AZfNiVZc,907,آبشار تهران
402,آپارتمان 57m_سرمایه گذاری_دریاچه چیتگر ۲۲_وام دار,57,1402,1,"1,650,000,000 twmn",10,True,True,True,1650000000,AZhhsHr2,907,آبشار تهران
403,۷۰م خوش نقشه امید دژبان کوهک شهید باقری,70,1385,2,"5,300,000,000 twmn",1,False,True,True,5299999744,AZh5t1Yd,907,آبشار تهران
404,۸۵ متر دوخوابه _ فول مشاعات _ استخر سونا جکوزی,85,1402,2,"2,550,000,000 twmn",11,True,True,True,2550000128,AZhtcaKM,907,آبشار تهران
405,۶۰ متر دوخوابه در دریاچه چیتگر با سازه‌ای متفاوت,60,1402,2,"1,800,000,000 twmn",5,True,True,True,1800000000,AZhd8_Hc,907,آبشار تهران
406,معماری مدرن،برج۵۵متری_دریاچه چیتگر_قابل معاوضه,55,1402,2,"1,770,000,000 twmn",12,True,True,True,1770000000,AZhdN-Q2,907,آبشار تهران
407,۱۱۰ متر _ برج باغ وزراپلاس _ طرحی متفاوت چیتگر,110,1402,2,"3,300,000,000 twmn",10,True,True,True,3300000000,AZhJNcoK,907,آبشار تهران
408,۵۸ متر دسترسی  به تمامی مراکز چیتگر,58,1402,1,"1,740,000,000 twmn",10,True,True,True,1740000000,AZhRMzgi,907,آبشار تهران
409,آپارتمان۱۴۰متر وزرا پالاس _اعتبار۲۰ساله+وام کمکی,140,1402,3,"6,300,000,000 twmn",7,True,True,True,6300000256,AZhVC6fE,907,آبشار تهران
410,١٣٨متر جواز به روز درحال کار(آبشار چیتگر دریاچه),138,1402,3,"4,140,000,000 twmn",20,True,True,True,4140000000,AZhFCDN_,907,آبشار تهران
411,۷۵متر۱خواب_تک خوابه_خوش نقشه_۳۰طبقه,75,1402,2,"1,875,000,000 twmn",9,True,True,True,1875000064,AZgR9lHT,907,آبشار تهران
412,۷۵متر ویودار امید دژبان شهید باقری پارس قو,75,1386,2,"5,500,000,000 twmn",1,False,True,True,5500000256,AZgNOTEv,907,آبشار تهران
413,۸۱ متر_شهرک امید دژبان . دریاچه چیتگر,81,1388,2,"5,500,000,000 twmn",2,False,True,True,5500000256,AZgtfevJ,907,آبشار تهران
414,آپارتمان ۷۵متری ۲خواب شهرک,75,1389,2,"5,300,000,000 twmn",1,False,True,True,5299999744,AZdJgWaJ,907,آبشار تهران
415,اپارتمان ، روغن نباتی، دو خواب,77,1390,2,"5,500,000,000 twmn",1,False,True,True,5500000256,AZfVp33e,907,آبشار تهران
416,آپارتمان ،۱۲۵ متری ، دو خوابه,125,1398,2,"10,000,000,000 twmn",1,True,True,True,10000000000,AZY9L7JY,907,آبشار تهران
417,۷۰ متر _ سند «تک برگ» _ خوش نقشه,70,1385,2,"5,000,000,000 twmn",2,True,True,True,5000000000,AZf9H1V-,907,آبشار تهران
418,۸۵متر ۲خواب طبقه ۱ غرق نور,85,1400,2,"9,100,000,000 twmn",1,True,True,True,9100000256,AZgxptXA,907,آبشار تهران
419,۸۰ متر شیک,80,1386,2,"6,000,000,000 twmn",1,False,True,True,6000000000,AZgpJaOu,907,آبشار تهران
420,آپارتمان ۸۵متری، دوخواب، سرمایه گذاری مطمئن,85,1402,2,"4,000,000,000 twmn",10,True,True,True,4000000000,AZg5oP2-,907,آبشار تهران
421,۱۶۰متر سه خوابه عمارت فاخر  برج سفیددریاچه,160,1400,3,"15,600,000,000 twmn",3,True,True,True,15600000000,AZeRULRI,907,آبشار تهران
422,٨۶متر در یک کیلومتری دریاچه چیتگر کوهک منطقه ۲۲,86,1402,2,"2,580,000,000 twmn",18,True,True,True,2580000000,AZgp44RK,907,آبشار تهران
423,۹۶متر_تراس بزرگ_پنجره‌ قدی__دریاچه چیتگر,96,1400,2,"8,850,000,000 twmn",15,True,True,True,8849999872,AZMVidaw,907,آبشار تهران
424,آپارتمان 110 ویو ابدی کوه,110,1400,2,"15,700,000,000 twmn",14,True,True,True,15699999744,AZHZKOvV,907,آبشار تهران
425,۱۴۳متر ۳خواب در مهسان,143,1401,3,"10,650,000,000 twmn",3,True,True,True,10650000384,AZgNo9-a,907,آبشار تهران
426,برج سفید چیتگر 148 متر 3 خوابه,148,1400,3,"16,500,000,000 twmn",9,True,True,True,16499999744,AZHd7ylC,907,آبشار تهران
427,۷۶ متر خوش نقشه_پارکینگ_انباری بالای شهرک راه آهن,76,1386,2,"5,200,000,000 twmn",1,False,True,True,5200000000,AZfZf_Vi,907,آبشار تهران
428,۹۸ متر_مشابه کلید نخورده_دور از شلوغی_دریاچه چیتگر,98,1401,2,"8,900,000,000 twmn",10,True,True,True,8899999744,AZIxCDhD,907,آبشار تهران
429,اپارتمان٥٥متری_امکانات فول_منطقه٢٢ابشارتهران,55,1402,1,"2,475,000,000 twmn",10,True,True,True,2475000064,AZf95HFe,907,آبشار تهران
430,فروش  ۸۸متر۱خواب سراسر نور,88,1401,1,"7,000,000,000 twmn",21,True,True,True,7000000000,AZbJa10N,907,آبشار تهران
431,واحد ۱۲۰ متری ۳ خواب _ چیتگر,120,1402,3,"4,800,000,000 twmn",19,True,True,True,4800000000,AZTpqLyv,907,آبشار تهران
432,148 متر خوش ساخت کنار دریاچه,148,1394,3,"12,900,000,000 twmn",10,True,True,True,12899999744,AZf9XMCE,907,آبشار تهران
433,فروش دو خواب برج فاخر تعزیرات,92,1400,2,"8,500,000,000 twmn",5,True,True,True,8499999744,AZfJGvf7,907,آبشار تهران
434,آپارتمان ۱۱۸ متری ۲ خواب _ویو لتمان کن,118,1390,2,"9,000,000,000 twmn",9,True,True,True,8999999488,AZfhlnb7,907,آبشار تهران
435,۶۱مترآپارتمان نقلی خوش نقشه قدرالسهم دار بردریاچه,61,1402,1,"1,586,000,000 twmn",5,True,True,True,1586000000,AZN5wg7O,907,آبشار تهران
436,۱۰۶ متر ۲ خوابه _ وام دار _ قابل تهاتر,106,1402,2,"1,900,000,000 twmn",15,True,True,True,1900000000,AZLpoM9J,907,آبشار تهران
437,۸۵، متر دوخوابه فول آبشار تهران,85,1390,2,"6,600,000,000 twmn",2,True,True,True,6600000000,AZfVFwpZ,907,آبشار تهران
438,۱۰۰متر ، دید ابدی دو قدمی دریاچه,100,1386,2,"7,700,000,000 twmn",13,True,True,True,7699999744,AZXVFrQX,907,آبشار تهران
439,٨۵متر گودبرداری(استخر،سونا،جکوزی)آبشار چیتگر,85,1402,2,"2,700,000,000 twmn",15,True,True,True,2700000000,AZch5bRO,907,آبشار تهران
440,آپارتمان۱۱۹متر۳خ قدرالسهمی_جشنواره نورونقشه,119,1402,3,"3,094,000,000 twmn",9,True,True,True,3094000128,AZO17Plf,907,آبشار تهران
441,١٢۵متر فول متریال *چیتگر دریاچه منطقه٢٢,125,1402,3,"2,625,000,000 twmn",27,True,True,True,2624999936,AZf9yfRa,907,آبشار تهران
442,96متر_مسکونی_آبشار تهران,96,1400,2,"9,000,000,000 twmn",9,True,True,True,8999999488,AZJ5FzkC,907,آبشار تهران
443,۸۸ متر سنددار خوش نقشه شهید باقری دریاچه چیتگر,88,1387,2,"6,900,000,000 twmn",5,True,True,True,6899999744,AZeFKkiZ,907,آبشار تهران
444,اپارتمان ۷۵ متری فول بازسازی,75,1389,2,"5,450,000,000 twmn",6,True,True,True,5449999872,AZOJCy2m,907,آبشار تهران
445,استخردار ، ۱۲۴ متر + ویو,124,1402,2,"1,984,000,000 twmn",10,True,True,True,1984000000,AZKZh6aA,907,آبشار تهران
446,آپارتمان ۷۵ م _ آفتابخور  ویو کوه وطبیعت.,75,1385,2,"5,400,000,000 twmn",1,False,True,True,5400000000,AZfNDcnr,907,آبشار تهران
447,۷۸متر آپارتمان خوش نقشه دوخواب,78,1389,2,"6,500,000,000 twmn",2,True,True,True,6499999744,AZf5BYIR,907,آبشار تهران
448,140 متر دریاچه خوش ساخت,140,1393,3,"12,500,000,000 twmn",7,True,True,True,12499999744,AZdR_HlB,907,آبشار تهران
449,آپارتمان ۱۳۳متر سه خواب,133,1399,3,"10,000,000,000 twmn",10,True,True,True,10000000000,AZeJIVuc,907,آبشار تهران
450,واحد ۶۵ متری خوش نقش _پروژه تک برج فراز_الهیه غرب,65,1401,1,"1,560,000,000 twmn",10,True,True,True,1560000000,AZelTitT,907,آبشار تهران
451,79متر باقری آبشار شهرک راه آهن ویو دریاچه,79,1389,2,"5,900,000,000 twmn",3,False,True,True,5900000256,AZbBZxts,907,آبشار تهران
452,سهام چیتگر,19,1399,2,"850,000,000 twmn",1,True,True,True,850000000,AZdZCcPY,907,آبشار تهران
453,آپارتمان _۷۵ م دوخواب تراس دار _تیپ,75,1385,2,"4,700,000,000 twmn",2,False,True,True,4700000256,AZcZvNOj,907,آبشار تهران
454,۱۲۵متر آپارتمان آکواریوم نورونقشه مرواریدشهر,125,1402,3,"3,750,000,000 twmn",14,True,True,True,3750000128,AZJR13wl,907,آبشار تهران
455,128 متر شهرک امید دژبان,128,1389,2,"9,600,000,000 twmn",4,False,True,True,9600000000,AZcxOSBy,907,آبشار تهران
456,۱۲۰مترآپارتمان۳خواب روبه باغ بوستان_همنشین بهار,120,1402,3,"3,000,000,000 twmn",21,True,True,True,3000000000,AZJN-RqO,907,آبشار تهران
457,آپارتمان ۱۲۷ متر، دوخوابه، شهرک امید دژبان,127,1382,2,"8,636,000,000 twmn",3,False,True,True,8636000256,AZch6BWl,907,آبشار تهران
458,اپارتمان ۱۰۶ متری ۲ خواب.,106,1400,2,"9,900,000,000 twmn",14,True,True,True,9900000256,AZc9ZRfn,907,آبشار تهران
459,۱۳۵ متر_۲خواب_سیمان تهران_فول بازسازی,135,1390,2,"8,770,000,000 twmn",1,False,True,True,8769999872,AZc55R_N,907,آبشار تهران
460,برج  ۶۹ متر سند تک برگ,69,1385,1,"5,600,000,000 twmn",10,True,True,True,5600000000,AZc1Zx4t,907,آبشار تهران
461,آپارتمان ۵۰متر کلید نخورده,50,1402,1,"2,250,000,000 twmn",4,True,True,True,2249999872,AZPpsPbp,907,آبشار تهران
462,برج ستایش _لوکیشن _تنهاتر_وام_دریاچه چیتگر۲۳,70,1402,2,"1,540,000,000 twmn",12,True,True,True,1540000000,AZcdJRTm,907,آبشار تهران
463,۸۷ متر دوخوابه _ معدن طلای منطقه _ فوق مدرن,87,1402,2,"1,500,000,000 twmn",16,True,True,True,1500000000,AZcVpXQe,907,آبشار تهران
464,آپارتمان۸۵متر آبشارتهران+استخرجیم *شُسته رُفته*,85,1402,2,"3,825,000,000 twmn",11,True,True,True,3824999936,AZcx4c2E,907,آبشار تهران
465,150متر3خواب سندمنطقه22دریاچه چیتگر آبشارتهران,150,1398,3,"15,000,000,000 twmn",6,True,True,True,15000000512,AZWNIoGR,907,آبشار تهران
466,پروژه خرازی نیروزمینی,100,1402,2,"8,000,000,000 twmn",1,True,True,True,8000000000,AZbVfAQh,907,آبشار تهران
467,آپارتمان ۱۳۹متر چیتگر  ویو جنگل و دریاچه,139,1402,3,"2,300,000,000 twmn",10,True,True,True,2300000000,AZQxw3Xa,907,آبشار تهران
468,آپارتمان ۸۵متر۲خوابه فول مجتمع میلاد,85,1389,2,"6,500,000,000 twmn",2,True,True,True,6499999744,AZVVPomN,907,آبشار تهران
469,واحد ۷۸ متری با پنجره های قدی بدون مشرف,78,1398,2,"7,500,000,000 twmn",11,True,True,True,7500000256,AZbpqZqN,907,آبشار تهران
470,آپارتمان ، 87 متر ، شهید باقری,87,1386,2,"7,000,000,000 twmn",3,True,True,True,7000000000,AZbdpPHr,907,آبشار تهران
471,واحد 110متری در برج های شهرک خرازی,110,1402,2,"7,650,000,000 twmn",12,True,True,True,7649999872,AZb9Y99v,907,آبشار تهران
472,۹۰متر آپارتمان _تاپ لوکیشن _ویو,91,1401,2,"8,600,000,000 twmn",10,True,True,True,8600000512,AZbZmpR1,907,آبشار تهران
473,فروش واحد3خواب  شمال همت غرب,132,1399,3,"9,500,000,000 twmn",3,True,True,True,9500000256,AZbdlB27,907,آبشار تهران
474,۶۷متر _یک خواب_برج فراز _غرق در نور,67,1401,1,"1,560,000,000 twmn",8,True,True,True,1560000000,AZY5LBmJ,907,آبشار تهران
475,آپارتمان ۱۰۰ متر_فول مستر دو خواب_دریاچه چیتگر,100,1402,2,"2,400,000,000 twmn",6,True,True,True,2400000000,AZPpWlSH,907,آبشار تهران
476,۱۲۵متر دریاچه چیتگر گلستان کوهک آبشار باملند ۲۲,125,1399,2,"10,890,000,000 twmn",11,True,True,True,10890000384,AZTZ_TTL,907,آبشار تهران
477,65متری _دو خواب _برج  فراز_غرب دریاچه,65,1401,2,"1,560,000,000 twmn",15,True,True,True,1560000000,AZZR-fe0,907,آبشار تهران
478,آپارتمان۷۵متری پارس قو(روغن نباتی),75,1385,2,"4,700,000,000 twmn",4,False,True,True,4700000256,AZalHjkY,907,آبشار تهران
479,فروش واحد 119 متری شهرک چیتگر,119,1401,2,"10,115,000,000 twmn",18,True,True,True,10115000320,AZal12-U,907,آبشار تهران
480,80متری دو خواب، قطعی متری40,80,1402,2,"3,200,000,000 twmn",8,True,True,True,3200000000,AZa1DqNV,907,آبشار تهران
481,۱۲۵ متر بازسازی شده شهید باقری امید دژبان کوهک,125,1386,2,"8,300,000,000 twmn",10,True,True,True,8300000256,AZahknLB,907,آبشار تهران
482,۱۰۵متر دوخواب,105,1394,2,"8,400,000,000 twmn",3,True,True,True,8400000000,AZSVk5um,907,آبشار تهران
483,۱۰۰ متر خوش نقشه شهید باقری امید دژبان کوهک,100,1388,2,"6,500,000,000 twmn",2,False,True,True,6499999744,AZaRg1ws,907,آبشار تهران
484,آپارتمان جهت فروش یا معاوضه,106,1400,2,"9,858,000,000 twmn",14,True,True,True,9857999872,AZLZWWFL,907,آبشار تهران
485,اپارتمان ۷۵ متری دو خواب,75,1383,2,"5,500,000,000 twmn",1,False,True,True,5500000256,AZZJAcfk,907,آبشار تهران
486,آپارتمان ۷۵ م ۲خواب تمیز جنوبی،ویو باز,75,1387,2,"5,500,000,000 twmn",5,True,True,True,5500000256,AZLpKfNl,907,آبشار تهران
487,آپارتمان ۱۰۳متر ۲خوابه پروژه فول امکانات,103,1402,2,"1,700,000,000 twmn",6,True,True,True,1700000000,AZZtFYGO,907,آبشار تهران
488,سهام چیتگر ارتش ۵۰ متری,50,1398,1,"1,750,000,000 twmn",1,True,True,True,1750000000,AZYRfsSJ,907,آبشار تهران
489,۹۰متر فول بازسازی_دریاچه چیتگر_آبشار تهران_باقری,90,1385,2,"6,300,000,000 twmn",2,True,True,True,6300000256,AZZZVeTe,907,آبشار تهران
490,۸۵ متر آپارتمان فول بازسازی شهرک باقری,85,1385,2,"5,800,000,000 twmn",4,False,True,True,5800000000,AZPR-H5S,907,آبشار تهران
491,۶۹ متر فول امکانات ابشار تهران شهید باقری کوهک,69,1387,1,"6,000,000,000 twmn",9,True,True,True,6000000000,AZY1e2AF,907,آبشار تهران
492,آپارتمان نوساز ۱۰۰متری,98,1400,2,"9,100,000,000 twmn",7,True,True,True,9100000256,AZYZvmL_,907,آبشار تهران
493,۸۰ متر خوش نقشه امید دژبان شهید باقری شهرک راه اهن,80,1387,2,"6,000,000,000 twmn",3,True,True,True,6000000000,AZYdphs-,907,آبشار تهران
494,آپارتمان١٣٥ متر نگین آبشار,135,1396,3,"9,900,000,000 twmn",2,True,True,True,9900000256,AZYB5lCL,907,آبشار تهران
495,فروش  ۷۵متر طبقه اول ۲خوابه ابشار تهران,75,1390,2,"5,500,000,000 twmn",1,False,True,True,5500000256,AZY19INa,907,آبشار تهران
496,۷۹ متر ۱ خواب فروشی _ ابشار تهران,79,1390,1,"5,600,000,000 twmn",9,True,True,True,5600000000,AZYNrzX2,907,آبشار تهران
497,واحد جنوبی در امید دژبان_سند دار,78,1385,2,"5,200,000,000 twmn",3,False,True,True,5200000000,AZY564Za,907,آبشار تهران
498,اپارتمان۸۷متری_۲خوابه_خوش نقشه_ابشار_دریاچه,87,1392,2,"6,850,000,000 twmn",3,True,True,True,6849999872,AZWFUVts,907,آبشار تهران
499,۷۵ متر ۲ خوابه _ تهاتر _ وامدار _ چیتگر,75,1402,2,"4,000,000,000 twmn",9,True,True,True,4000000000,AZSdxBiv,907,آبشار تهران
500,۸۵ متر فول دیزاین_ آبشار تهران_دریاچه چیتگر_,85,1385,2,"6,000,000,000 twmn",2,True,True,True,6000000000,AZYJX-19,907,آبشار تهران
501,آپارتمان ۱۴۲متر آبشار تهران ۳خواب دروازه  گردشگری,142,1402,3,"2,400,000,000 twmn",2,True,True,True,2400000000,AZXds6YG,907,آبشار تهران
502,آپارتمان۸۱متر۲خ شهرک چشمه دهکده+رزومه ازسال۷۷,81,1402,2,"1,863,000,000 twmn",16,True,True,True,1863000064,AZY92LHg,907,آبشار تهران
503,آپارتمان فول بازسازی خوش نقشه ٢ خواب,67,1389,2,"5,700,000,000 twmn",4,True,True,True,5699999744,AZXhuh_E,907,آبشار تهران
504,آپارتمان ۱۱۵ متری، دو خواب,115,1397,2,"9,200,000,000 twmn",7,True,True,True,9200000000,AZXl6lzZ,907,آبشار تهران
505,۷۸ متر فول بازسازی_دریاچه چیتگر_آبشار_امید دژبان,78,1387,2,"5,900,000,000 twmn",1,True,True,True,5900000256,AZXdqp5F,907,آبشار تهران
506,۱۲۰ متر ۲ خواب فول بازسازی,120,1387,2,"8,600,000,000 twmn",4,True,True,True,8600000512,AZNxgky1,907,آبشار تهران
507,۱۳۲ متر _ برجهای تعزیرات,132,1400,3,"11,800,000,000 twmn",13,True,True,True,11800000512,AZXxFDSz,907,آبشار تهران
508,آپارتمان ۱۱۵متر __ دو خوابه,115,1395,2,"9,200,000,000 twmn",6,True,True,True,9200000000,AZXlJp1O,907,آبشار تهران
509,برج مجلل و هوشمند_فول دیزاین_۱۰۵متر_همت چیتگرفردوس,105,1401,2,"1,460,000,000 twmn",8,True,True,True,1460000000,AZHEY67r,907,آبشار تهران
510,۱۰۲ متر_سند تک برگ_فول بازسازی,102,1384,2,"7,400,000,000 twmn",1,False,True,True,7400000000,AZXlGN4n,907,آبشار تهران
511,آپارتمان ۱۱۰متری،غرق نور،دوکله،منطقه۲۲,110,1394,2,"8,750,000,000 twmn",2,True,True,True,8750000128,AZXJVWm2,907,آبشار تهران
512,80 متری _چیتگر _آبشار _منطقه 22 _,80,1388,2,"6,000,000,000 twmn",1,False,True,True,6000000000,AZWNJxsH,907,آبشار تهران
513,۸۰ متر فول بازسازی آبشار تهران_دریاچه چیتگر_باقری,80,1385,2,"5,200,000,000 twmn",2,False,True,True,5200000000,AZX1kDqw,907,آبشار تهران
514,85 متر دوخواب ویو کوه شهرک راه آهن آبشار,85,1391,2,"6,200,000,000 twmn",5,True,True,True,6200000000,AZWxIky2,907,آبشار تهران
515,برجهای آوا A5 دوخوابه فضا دنج ویوکوه وپارک جنگلی,112,1395,2,"8,500,000,000 twmn",12,True,True,True,8499999744,AZXpU2z8,907,آبشار تهران
516,آپارتمان ۱۱۰ متری، دو خواب,110,1401,2,"9,500,000,000 twmn",4,True,True,True,9500000256,AZW5ktZK,907,آبشار تهران
517,128 متر، شهرک امید دژبان,128,1383,3,"9,300,000,000 twmn",4,False,True,True,9299999744,AZW5adb9,907,آبشار تهران
518,۱۳۲متر طبقه۱۳دید کامل از کل تهران,132,1399,3,"11,880,000,000 twmn",13,True,True,True,11879999488,AZNpm8YZ,907,آبشار تهران
519,آپارتمان۱۲۸متری و(۸۰و۹۰متری نوساز),128,1388,2,"8,500,000,000 twmn",hmkhf,False,True,True,8499999744,AZVZeU-a,907,آبشار تهران
520,آپارتمان ۷۰متر ۱خوابه (شهرک ),70,1391,1,"5,700,000,000 twmn",9,True,True,True,5699999744,AZV9upp0,907,آبشار تهران
521,فروش آپارتمان ۸۰ متری ۲ خواب,80,1386,2,"6,000,000,000 twmn",1,False,True,True,6000000000,AZWNAS50,907,آبشار تهران
522,۱۰۵ متر ۲ خواب فول بازسازی سند تک برگ,105,1390,2,"7,500,000,000 twmn",1,False,True,True,7500000256,AZOlgnfH,907,آبشار تهران
523,چیتگر _2 خوابه _آبشار _منطقه 22 _,108,1400,2,"8,424,000,000 twmn",9,True,True,True,8424000000,AZK1B3dM,907,آبشار تهران
524,128 متر امید دژبان,128,1385,2,"9,600,000,000 twmn",4,False,True,True,9600000000,AZW5UiyX,907,آبشار تهران
525,فروش  ۱۱۵متر ۲خوابه طبقه ۴اسکان سبز,115,1388,2,"8,500,000,000 twmn",4,True,True,True,8499999744,AZV9CNHr,907,آبشار تهران
526,آپارتمان _۱۲۴متر_ ۲ خواب_ برج آوا,124,1398,2,"8,200,000,000 twmn",3,True,True,True,8200000000,AZVNWCk1,907,آبشار تهران
527,108متر2خوابه_دوکله نور_ویوکوه,108,1392,2,"8,800,000,000 twmn",4,True,True,True,8800000000,AZV5h9EL,907,آبشار تهران
528,سه خواب اپارتمان ۱۲۰متری _فرصت محدودو  منطقه,120,1401,3,"3,150,000,000 twmn",20,True,True,True,3150000128,AZUxPxGg,907,آبشار تهران
529,وزرا_اپارتمان ۱۲۵ متری _منطقه ۲۲,125,1402,3,"2,750,000,000 twmn",25,True,True,True,2750000128,AZTN8lLg,907,آبشار تهران
530,واحد ۱۲۰متری ۳خ_پلن مهندسی شده_سرمایه‌گذاری امن,120,1402,2,"3,120,000,000 twmn",20,True,True,True,3120000000,AZTN37LI,907,آبشار تهران
531,150متر_برج شیشه ای سران مروارید چیتگر_ رتبه بالا,150,1402,3,"4,560,000,000 twmn",11,True,True,True,4560000000,AZOVmD3H,907,آبشار تهران
532,آپارتمان _ 80 متری _ سند تک برگ _,80,1386,2,"6,500,000,000 twmn",7,True,True,True,6499999744,AZTZ2ACR,907,آبشار تهران
533,139 متر ۳ خواب,139,1402,3,"2,085,000,000 twmn",11,True,True,True,2084999936,AZTh1CFK,907,آبشار تهران
534,69 متر _ 1 خواب _ سند تک برگ _ شهرک,69,1388,1,"5,700,000,000 twmn",9,True,True,True,5699999744,AZRFP1M5,907,آبشار تهران
535,فروش ۱۰۵متر۴طبقه ۸واحد بازنشستگان ارتش,105,1394,2,"7,500,000,000 twmn",1,True,True,True,7500000256,AZS9ooQR,907,آبشار تهران
536,آپارتمان ۸۰متری دوخوابه با پارکینگ آبشار تهران,80,1385,2,"4,700,000,000 twmn",4,False,True,True,4700000256,AZSlxMcf,907,آبشار تهران
537,آپارتمان ۹۲متر دوخواب در باقری,92,1388,2,"6,400,000,000 twmn",1,False,True,True,6400000000,AZPhZ90R,907,آبشار تهران
538,۱۰۴متر امیدژبان_سنددار_فول دیزاین_وبو ابدی_فروشنده,104,1390,2,"7,500,000,000 twmn",2,True,True,True,7500000256,AZJZkVjv,907,آبشار تهران
539,۷۳ متر فول بازسازی_شهرک راه آهن_آبشار تهران_کوهک,73,1387,2,"5,120,000,000 twmn",2,True,True,True,5120000000,AZSNhYSU,907,آبشار تهران
540,۱۲۰ متر_۲ تراس قابل چیدمان_ویو ابدی کوهستان_آبشار,120,1400,3,"10,100,000,000 twmn",16,True,True,True,10099999744,AZM5C-MF,907,آبشار تهران
541,آپارتمان دو خوابه،شهرک راه آهن,75,1382,2,"5,625,000,000 twmn",1,False,True,True,5624999936,AZSVW8Rf,907,آبشار تهران
542,آپارتمان ۸۰_دوخواب بالکن دار شمالی جنوبی,80,1386,2,"5,100,000,000 twmn",4,False,True,True,5100000256,AZShGT0y,907,آبشار تهران
543,۱۳۲ متر_شهرک امید دژبان_نزدیک تره بار,132,1387,3,"9,900,000,000 twmn",4,False,True,True,9900000256,AZRxzSeD,907,آبشار تهران
544,۱۰۸متر دریاچه چیتگر گلستان المپیک شهران کوهک ۲۲,108,1401,2,"8,250,000,000 twmn",14,True,True,True,8249999872,AZRRkZHD,907,آبشار تهران
545,۱۲۰متر آپارتمان یک خواب یک مستر فول وردآورد,120,1402,2,"1,960,000,000 twmn",6,True,True,True,1960000000,AZRlCZ7x,907,آبشار تهران
546,آپارتمان ۱۱۰ متری، دوخواب,110,1401,2,"7,500,000,000 twmn",5,True,True,True,7500000256,AZRViRaa,907,آبشار تهران
547,آپارتمان ۱۰۴متر۲خوابه فول آبشار,104,1399,2,"8,700,000,000 twmn",7,True,True,True,8700000256,AZPpv4eY,907,آبشار تهران
548,آپارتمان نوساز کلید نخورده,125,1400,2,"8,500,000,000 twmn",1,True,True,True,8499999744,AZRRQYBl,907,آبشار تهران
549,125متر_سران مروارید_31طبقه_کاشانه همت,125,1402,2,"4,000,000,000 twmn",13,True,True,True,4000000000,AZQRePrp,907,آبشار تهران
550,آپارتمان ۹طبقه ۴واحدی,130,1390,3,"8,500,000,000 twmn",1,True,True,True,8499999744,AZQpKudw,907,آبشار تهران
551,آپارتمان ۲ خواب _ سند تک برگ _ ویو شهر و جنگل,75,1388,2,"5,490,000,000 twmn",4,True,True,True,5489999872,AZQJdkbG,907,آبشار تهران
552,127متری سنددار_شهرک راه آهن_آبشار تهران,127,1388,3,"8,800,000,000 twmn",1,True,True,True,8800000000,AZQth7rc,907,آبشار تهران
553,آپارتمان ۷۵متر_جنوبی رو به آفتاب_سندتک‌برگ,75,1390,2,"5,500,000,000 twmn",5,True,True,True,5500000256,AZQ1MRmT,907,آبشار تهران
554,۱۰۵متر_دو کله نور گیر_بازسازی شده,105,1393,2,"6,950,000,000 twmn",1,True,True,True,6950000128,AZQdeKLt,907,آبشار تهران
